            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2448239.333333333, A.D. 1990-Dec-13 20:00:00.0000,  7.172794149915563E+06,  2.081811622476580E+08,  6.994409203664988E+06, -2.871605497160116E+01,  1.871174138070235E+01,  8.665145261329430E-01,  6.952212543071529E+02,  2.084220886825844E+08,  1.773093484351376E+01,
2448240.333333333, A.D. 1990-Dec-14 20:00:00.0000,  4.691389659292075E+06,  2.097865083923674E+08,  7.068893654275358E+06, -2.872331815604385E+01,  1.844967700195388E+01,  8.576794767554468E-01,  7.003444691079151E+02,  2.099579898405670E+08,  1.782167894292115E+01,
2448241.333333333, A.D. 1990-Dec-15 20:00:00.0000,  2.209497093961748E+06,  2.113693744390643E+08,  7.142619124210790E+06, -2.872737645645431E+01,  1.819136644439106E+01,  8.489457824495137E-01,  7.054932764072169E+02,  2.115015634365930E+08,  1.790855975521767E+01,
2448242.333333333, A.D. 1990-Dec-16 20:00:00.0000, -2.726126231419369E+05,  2.129300839295688E+08,  7.215594417347267E+06, -2.872836664818813E+01,  1.793678729891060E+01,  8.403140876718442E-01,  7.106665813467544E+02,  2.130524812404004E+08,  1.799170178022482E+01,
2448243.333333333, A.D. 1990-Dec-17 20:00:00.0000, -2.754680074053664E+06,  2.144689578599509E+08,  7.287828332099050E+06, -2.872641957951432E+01,  1.768590861395783E+01,  8.317842478693391E-01,  7.158633229036265E+02,  2.146104251653259E+08,  1.807122083037967E+01,
2448244.333333333, A.D. 1990-Dec-18 20:00:00.0000, -5.236456802486074E+06,  2.159863137630270E+08,  7.359329573377341E+06, -2.872165992929529E+01,  1.743868928789399E+01,  8.233551413851581E-01,  7.210824707201516E+02,  2.161750863179073E+08,  1.814722203343412E+01,
2448245.333333333, A.D. 1990-Dec-19 20:00:00.0000, -7.717705495715524E+06,  2.174824680529435E+08,  7.430107026733935E+06, -2.871421438092689E+01,  1.719511482526661E+01,  8.150287577653250E-01,  7.263230328220188E+02,  2.177461673117277E+08,  1.821983670558026E+01,
2448246.333333333, A.D. 1990-Dec-20 20:00:00.0000, -1.019819889055597E+07,  2.189577325566690E+08,  7.500169383996844E+06, -2.870419692276383E+01,  1.695513025808756E+01,  8.068027013379506E-01,  7.315840437443300E+02,  2.193233787076922E+08,  1.828915442704088E+01,
2448247.333333333, A.D. 1990-Dec-21 20:00:00.0000, -1.267772001778062E+07,  2.204124172667760E+08,  7.569525456282690E+06, -2.869172539808757E+01,  1.671871738565797E+01,  7.986787403028011E-01,  7.368645735009320E+02,  2.209064417029660E+08,  1.835530083140449E+01,
2448248.333333333, A.D. 1990-Dec-22 20:00:00.0000, -1.515606147061448E+07,  2.218468283843064E+08,  7.638183967589840E+06, -2.867690760304926E+01,  1.648582750149102E+01,  7.906553762246782E-01,  7.421637206535476E+02,  2.224950860531524E+08,  1.841836942481998E+01,
2448249.333333333, A.D. 1990-Dec-23 20:00:00.0000, -1.763302512865917E+07,  2.232612685572063E+08,  7.706153587585792E+06, -2.865984929818842E+01,  1.625642015230335E+01,  7.827320892919403E-01,  7.474806127119983E+02,  2.240890501922760E+08,  1.847846058701115E+01,
